CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL400760	416391	CHEMBL400760	416391		7f	449.34	3.96	87.66	0	ONC(=O)CCCCCC(OCc1ccc(Br)cc1)C(=O)Nc2ccccc2	2049530	IC50	>=	50	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	458149	CHEMBL925482	B	Inhibition of HDAC2 in HeLa cell lysates	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			37865	CHEMBL1140532	17892933	Bioorg. Med. Chem. Lett.	2007	17	22	6261			
CHEMBL427510	304477	CHEMBL427510	304477		12	309.43	1.33	100.24	0	CN(C)c1ccc(cc1)C(=O)NCCCCNC(=O)CS	1902506	IC50	>	30000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	439074	CHEMBL889422	B	Inhibition of His-tagged HDAC2 expressed in Sf9 cells by fluorescence-based assay	1	Scientific Literature				Intermediate	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			36060	CHEMBL1145385	17539623	J. Med. Chem.	2007	50	13	3054	1759	CHEMBL3308860	Sf9
CHEMBL1643315	1057873	CHEMBL1643315	1057873		5z	566.61	4.4	105.48	1	Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)C(NCCC3CCOCC3)C(=O)Nc4ccc(cc4)C(F)(F)F	5122779	IC50	=	800	nM	6.1			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	700124	CHEMBL1647006	B	Inhibition of HDAC2	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			54702	CHEMBL1641604	21145737	Bioorg. Med. Chem. Lett.	2011	21	1	110			
CHEMBL1834370	1178414	CHEMBL1834370	1178414		TM-2-125	406.35	5.38	73.22	1	FC(F)(F)c1cc(CNC(=S)NC(=O)c2ccccc2)cc(c1)C(F)(F)F	6376229	Inhibition					Not Active		0	BAO_0000376			771822	CHEMBL1838694	B	Inhibition of HDAC2 using Fluor-de-Lys as substrate at 100 uM by spectrofluorometry	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			59110	CHEMBL1833857	21865040	Bioorg. Med. Chem. Lett.	2011	21	19	5920			
CHEMBL1834366	1178410	CHEMBL1834366	1178410		TM-2-101	346.45	5.01	73.22	1	O=C(NC(=S)NCc1ccc(cc1)c2ccccc2)c3ccccc3	6376232	Inhibition	=	10	%				0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	771822	CHEMBL1838694	B	Inhibition of HDAC2 using Fluor-de-Lys as substrate at 100 uM by spectrofluorometry	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			59110	CHEMBL1833857	21865040	Bioorg. Med. Chem. Lett.	2011	21	19	5920			
CHEMBL1834370	1178414	CHEMBL1834370	1178414		TM-2-125	406.35	5.38	73.22	1	FC(F)(F)c1cc(CNC(=S)NC(=O)c2ccccc2)cc(c1)C(F)(F)F	6377077	Activity					Not Active		0	BAO_0000375			771836	CHEMBL1838708	B	Activation of HDAC2 using Fluor-de-Lys as substrate at 10 uM by spectrofluorometry	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			59110	CHEMBL1833857	21865040	Bioorg. Med. Chem. Lett.	2011	21	19	5920			
CHEMBL1834370	1178414	CHEMBL1834370	1178414		TM-2-125	406.35	5.38	73.22	1	FC(F)(F)c1cc(CNC(=S)NC(=O)c2ccccc2)cc(c1)C(F)(F)F	6376317	Activity					Not Active		0	BAO_0000375			771829	CHEMBL1838701	B	Activation of HDAC2 using Fluor-de-Lys as substrate at 100 uM by spectrofluorometry	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			59110	CHEMBL1833857	21865040	Bioorg. Med. Chem. Lett.	2011	21	19	5920			
CHEMBL2170186	1429667	CHEMBL2170186	1429667		5	595.77	3.3	122.88	1	CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CCN(CC(C)C)C(=O)CN(CCc2c[nH]c3ccccc23)C1=O	12103873	IC50	=	2000	nM	5.7			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	861541	CHEMBL2174389	B	Inhibition of human recombinant HDAC2 using Ac-Lys(Ac)-7-amino-4-methylcoumarin as substrate after 30 mins by trypsin-coupled fluorogenic assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	65900	CHEMBL2169795		ACS Med. Chem. Lett.	2012	3	9	749			
CHEMBL2333346	1522984	CHEMBL2333346	1522984		14, BRD9757	127.14	.81	49.33	0	ONC(=O)C1=CCCC1	12680988	IC50	=	1790	nM	5.75			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	944722	CHEMBL2340968	B	Inhibition of HDAC2 (unknown origin) assessed as fluorescence intensity measured after 60 mins incubation at room temperature by trypsin-free microfluidic lab-on-a-chip assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	72522	CHEMBL2331470	23368884	J. Med. Chem.	2013	56	4	1772			
CHEMBL2333346	1522984	CHEMBL2333346	1522984		14, BRD9757	127.14	.81	49.33	0	ONC(=O)C1=CCCC1	12678228	Inhibition					Not Active		0	BAO_0000376			944716	CHEMBL2340962	B	Inhibition of HDAC2 in human HeLa cells assessed as increase in acetylated H3 at 30 uM measured after 24 hrs by Western blotting analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			72522	CHEMBL2331470	23368884	J. Med. Chem.	2013	56	4	1772	308	CHEMBL3308376	HeLa
CHEMBL2407738	1572144	CHEMBL2407738	1572144		30a	433.59	5.41	118.08	1	Nc1ccccc1NC(=O)c2ccc(CSC3=N[C@@H](Cc4ccccc4)CS3)cc2	13395010	IC50	=	580	nM	6.24			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	973951	CHEMBL2410098	B	Inhibition of recombinant His-tagged HDAC2 (1 to 488) (unknown origin) using MAL as substrate incubated for 3 hrs prior to substrate addition measured after 60 mins by fluorescence plate reader analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	74396	CHEMBL2407081	23829483	J. Med. Chem.	2013	56	15	6156			
CHEMBL2435340	1584478	CHEMBL2435340	1584478		1,2-HOPO-2	320.34	2.23	69.64	0	ON1C(=O)C=CC=C1C(=O)NCc2ccc(cc2)c3ccccc3	13488733	Inhibition					Not Active		0	BAO_0000376			987733	CHEMBL2439711	B	Inhibition of HDAC2 (unknown origin)-mediated deacetylation at 10 uM preincubated for 5 mins prior to substrate addition measured after 30 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			75182	CHEMBL2434956	24074025	J. Med. Chem.	2013	56	20	7997			
CHEMBL3098694	1609465	CHEMBL3098694	1609465		14	466.53	1.74	136.63	0	ONC(=O)CCCCC[C@H](NC(=O)C1C(CNC1=O)c2ccccc2)C(=O)Nc3ccccc3	13867807	IC50	=	110	nM	6.96			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1282240	CHEMBL3102465	B	Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76432	CHEMBL3098008	24345446	Bioorg. Med. Chem. Lett.	2014	24	1	61			
CHEMBL3417209	1840417	CHEMBL3417209	1840417		6a	595.64	3.75	138.2	1	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)c4ccc(cc4)C(=O)Nc5ccccc5N	15218907	IC50	=	10420	nM	4.98			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1471124	CHEMBL3421014	B	Inhibition of recombinant human HDAC2 expressed in baculovirus infected insect High5 cells using Ac-Lys-Tyr-Lys (epsilon-acetyl)-AMC as substrate after 24 hrs by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91571	CHEMBL3414494	25805446	Eur. J. Med. Chem.	2015	95		127			
CHEMBL3421740	1841176	CHEMBL3421740	1841176		10d	467.44	3.52	106.07	0	Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccc(cc4)C(F)(F)F)cc2	15234969	IC50	=	5930	nM	5.23			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL213934	354895	CHEMBL213934	354895		52, ST7306	344.51	3.53	106.22	0	CC(C)(C)OC(=O)N[C@@H](CCCCCS)C(=O)NC1CCCC1	15067392	Inhibition					Not Active		0	BAO_0000376			1443008	CHEMBL3379486	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate at <50 uM by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL3427749	1845145	CHEMBL3427749	1845145		3f	310.18	3.91	71.77	0	NC(=O)C1CCCc2c1[nH]nc2c3ccc(Cl)cc3Cl	15255899	Inhibition					Not Active		0	BAO_0000376			1476848	CHEMBL3429771	B	Inhibition of HDAC2 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			91838	CHEMBL3425433	25971769	Bioorg. Med. Chem. Lett.	2015	25	12	2514			
CHEMBL3427777	1845173	CHEMBL3427777	1845173		14	303.79	3.71	71.77	0	CC1(C)CCC(C(=O)N)c2[nH]nc(c3ccc(Cl)cc3)c12	15256004	Inhibition					Not Active		0	BAO_0000376			1476848	CHEMBL3429771	B	Inhibition of HDAC2 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			91838	CHEMBL3425433	25971769	Bioorg. Med. Chem. Lett.	2015	25	12	2514			
CHEMBL472631	521236	CHEMBL472631	521236		14, ST3050	319.36	1	83.39	0	ONC(=O)\C=C\c1ccc(\C=N\OCCN2CCOCC2)cc1	2409620	IC50	=	27700	nM	4.56			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	565674	CHEMBL960032	B	Inhibition of human HDAC2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	46441	CHEMBL1153969	19285395	Bioorg. Med. Chem. Lett.	2009	19	8	2346			
CHEMBL2407735	1572141	CHEMBL2407735	1572141		19a	413.47	2.76	108.61	0	Nc1ccccc1NC(=O)c2ccc(CNC3=NC(=O)C(Cc4ccccc4)N3)cc2	13395013	IC50	=	66	nM	7.18			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	973951	CHEMBL2410098	B	Inhibition of recombinant His-tagged HDAC2 (1 to 488) (unknown origin) using MAL as substrate incubated for 3 hrs prior to substrate addition measured after 60 mins by fluorescence plate reader analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	74396	CHEMBL2407081	23829483	J. Med. Chem.	2013	56	15	6156			
CHEMBL271741	435638	CHEMBL271741	435638		2	288.34	3.39	55.12	0	Nc1ccc(cc1NC(=O)c2ccccc2)c3ccccc3	2116630	Activity	=	780	nM				0	BAO_0000181	UO_0000065	http://www.openphacts.org/units/Nanomolar	466096	CHEMBL934352	B	Inhibition of HDAC2	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			38589	CHEMBL1142361	18304810	Bioorg. Med. Chem. Lett.	2008	18	6	1859			
CHEMBL271741	435638	CHEMBL271741	435638		5	288.34	3.39	55.12	0	Nc1ccc(cc1NC(=O)c2ccccc2)c3ccccc3	3286369	Ratio IC50	=	33					0	BAO_0000179			630933	CHEMBL1116532	B	Selectivity ratio of IC50 for human recombinant HDAC2 preincubated for 1 hr with substrate to IC50 for human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			51178	CHEMBL1158590	20392638	Bioorg. Med. Chem. Lett.	2010	20	10	3142			
CHEMBL271741	435638	CHEMBL271741	435638		5	288.34	3.39	55.12	0	Nc1ccc(cc1NC(=O)c2ccccc2)c3ccccc3	3286389	IC50	=	27	nM	7.57			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	630931	CHEMBL1116530	B	Inhibition of human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate by protease coupled end-point assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	51178	CHEMBL1158590	20392638	Bioorg. Med. Chem. Lett.	2010	20	10	3142			
CHEMBL271741	435638	CHEMBL271741	435638		5	288.34	3.39	55.12	0	Nc1ccc(cc1NC(=O)c2ccccc2)c3ccccc3	3286409	IC50	=	900	nM	6.05			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	630930	CHEMBL1116529	B	Inhibition of human recombinant HDAC2 preincubated for 1 hr with substrate by protease coupled end-point assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	51178	CHEMBL1158590	20392638	Bioorg. Med. Chem. Lett.	2010	20	10	3142			
CHEMBL398420	423436	CHEMBL398420	423436		14f	375.42	3.16	93.44	0	COC(=O)NCc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3ccccc3	2073946	IC50	=	13	nM	7.89			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	461756	CHEMBL927762	B	Inhibition of HDAC2	1	Scientific Literature				Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			38240	CHEMBL1140803	18060775	Bioorg. Med. Chem. Lett.	2008	18	2	726			
CHEMBL3356917	1821060	CHEMBL3356917	1821060		130, ST8000	391.53	2.53	126.1	0	Cc1ccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)cc1	15138238	IC50	=	60	nM	7.22			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL248798	416395	CHEMBL248798	416395		7i	520.62	4.97	97.33	1	COc1cccc(COC(CCCCCC(=O)NO)C(=O)N(Cc2cccc(OC)c2)c3ccccc3)c1	2049519	IC50	=	500	nM	6.3			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	458149	CHEMBL925482	B	Inhibition of HDAC2 in HeLa cell lysates	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	37865	CHEMBL1140532	17892933	Bioorg. Med. Chem. Lett.	2007	17	22	6261			
CHEMBL407959	429751	CHEMBL407959	429751		17	486.61	4.62	99.87	0	COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)C)c3ncc([nH]3)c4ccccc4)c2c1	2161829	IC50	=	110	nM	6.96			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	476820	CHEMBL932445	B	Inhibition of HDAC2	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			39330	CHEMBL1144784	18370373	J. Med. Chem.	2008	51	8	2350			
CHEMBL269935	436432	CHEMBL269935	436432		2	289.33	3.89	49.33	0	Oc1ccc(cc1NC(=O)c2ccccc2)c3ccccc3	2099119	IC50	=	200	nM	6.7			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	468835	CHEMBL947922	B	Inhibition of HDAC2	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			38804	CHEMBL1143185	18182289	Bioorg. Med. Chem. Lett.	2008	18	3	973			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	2106282	IC50					Not Determined		0	BAO_0000190			464924	CHEMBL946981	B	Inhibition of HDAC2	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			38494	CHEMBL1142268	18247554	J. Med. Chem.	2008	51	6	1505			
CHEMBL99	11501	CHEMBL99	11501	TRICHOSTATIN	TSA	302.37	2.77	69.63	0	C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C	2409642	IC50	=	23	nM	7.64			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	565674	CHEMBL960032	B	Inhibition of human HDAC2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	46441	CHEMBL1153969	19285395	Bioorg. Med. Chem. Lett.	2009	19	8	2346			
CHEMBL538712	554213	CHEMBL538712	554213		3i	282.34	2.99	52.57	0	CN(C)c1ccc(cc1)c2ccc(\C=C\C(=O)NO)cc2	2658572	IC50	>	5000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	571846	CHEMBL1034714	B	Inhibition of HDAC2 in human HeLa cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			47282	CHEMBL1158371	19084294	Eur. J. Med. Chem.	2009	44	5	1900	308	CHEMBL3308376	HeLa
CHEMBL538967	554215	CHEMBL538967	554215		10a	265.31	3.3	49.33	0	ONC(=O)\C=C\C=C\c1ccc(cc1)c2ccccc2	2658573	IC50	>	5000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	571846	CHEMBL1034714	B	Inhibition of HDAC2 in human HeLa cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			47282	CHEMBL1158371	19084294	Eur. J. Med. Chem.	2009	44	5	1900	308	CHEMBL3308376	HeLa
CHEMBL551549	564777	CHEMBL551549	564777		18	263.33	3.05	69.56	0	ONC(=O)CCC1CCC(CC1)c2ccc(O)cc2	2658598	IC50					Not Determined		0	BAO_0000190			571846	CHEMBL1034714	B	Inhibition of HDAC2 in human HeLa cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			47282	CHEMBL1158371	19084294	Eur. J. Med. Chem.	2009	44	5	1900	308	CHEMBL3308376	HeLa
CHEMBL1098337	626352	CHEMBL1098337	626352		20	306.33	3.59	55.12	0	Nc1ccc(cc1NC(=O)c2ccccc2)c3ccc(F)cc3	3286441	Ratio IC50	=	42					0	BAO_0000179			630933	CHEMBL1116532	B	Selectivity ratio of IC50 for human recombinant HDAC2 preincubated for 1 hr with substrate to IC50 for human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			51178	CHEMBL1158590	20392638	Bioorg. Med. Chem. Lett.	2010	20	10	3142			
CHEMBL1091474	614515	CHEMBL1091474	614515		4b	425.46	3.92	109.14	0	ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(nn2)c3ccc(F)cc3	3201407	IC50	=	60	nM	7.22			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	616013	CHEMBL1101057	B	Inhibition of HDAC2 assessed as blockade of decorboxylation of carboxyfluorescein labeled acetylated peptide substrate after 17 hrs	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			50398	CHEMBL1154884	20055418	J. Med. Chem.	2010	53	3	1347			
CHEMBL519668	508340	CHEMBL519668	508340		4a	407.47	3.71	109.14	0	ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(nn2)c3ccccc3	3201408	IC50	=	63.9	nM	7.19			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	616013	CHEMBL1101057	B	Inhibition of HDAC2 assessed as blockade of decorboxylation of carboxyfluorescein labeled acetylated peptide substrate after 17 hrs	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			50398	CHEMBL1154884	20055418	J. Med. Chem.	2010	53	3	1347			
CHEMBL1091815	614581	CHEMBL1091815	614581		4e	443.45	4.12	109.14	0	ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(nn2)c3cc(F)cc(F)c3	3201416	IC50					Not Determined		0	BAO_0000190			616013	CHEMBL1101057	B	Inhibition of HDAC2 assessed as blockade of decorboxylation of carboxyfluorescein labeled acetylated peptide substrate after 17 hrs	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			50398	CHEMBL1154884	20055418	J. Med. Chem.	2010	53	3	1347			
CHEMBL3286732	1757252	CHEMBL3286732	1757252		2	449.53	2.37	137.82	0	Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNC(=O)O4)c5cccs5	14721742	IC50	=	45	nM	7.35			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1362739	CHEMBL3294938	B	Inhibition of FLAG-tagged full-length human recombinant HDAC2 expressed in baculovirus infected Sf9 cells using acetyl-lysine containing peptide as substrate preincubated for 10 mins followed by substrate addition measured after 60 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	83736	CHEMBL3286368		ACS Med. Chem. Lett.	2014	5	4	340			
CHEMBL3286732	1757252	CHEMBL3286732	1757252		2	449.53	2.37	137.82	0	Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNC(=O)O4)c5cccs5	14721764	Inhibition					tde		0	BAO_0000376			1362747	CHEMBL3294946	B	Time dependent inhibition of FLAG-tagged full-length human recombinant HDAC2 expressed in baculovirus infected Sf9 cells using acetyl-lysine containing peptide as substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			83736	CHEMBL3286368		ACS Med. Chem. Lett.	2014	5	4	340			
